ASIN,Product Name,Brand,Category,Est. Monthly Revenue,Est. Monthly Sales,Price,Fees,Net,Rank,Reviews,LQS,Sellers,Buy Box Owner,Rating,Dimensions,Product Tier,Weight
B078V5J4FY,Ailaka Medical Zipper Compression Calf Socks 15-20 mmHg for Women and Men,Ailaka,Health & Household,$3357.6,240,$13.99,$5.29,8.7,"310,682",16,60,1,Ailaka,3.7,"""7.09"" x ""4.72"" x ""0.79""",Standard (Large),0.26
B078V5B84K,Ailaka Medical Zipper Compression Calf Socks 15-20 mmHg for Women and Men,Ailaka,Health & Household,$4672.66,334,$13.99,$5.29,8.7,"66,051",106,60,1,Ailaka,3.9,"""7.09"" x ""4.72"" x ""0.79""",Standard (Large),0.26
B07DDD6SYW,"Ailaka Medical Zipper Compression Calf Socks 20-30 mmHg for Women & Men, Knee High Open Toe Firm Support Graduated Varicose Veins Hosiery for Edema, Swelling, Pregnancy, Recovery",Ailaka,Health & Household,$719.7,30,$23.99,$6.79,17.2,"168,063",48,53,1,Ailaka,4.2,"""0.9055"" x ""5.7087"" x ""8.5039""",Standard (Large),0.2381
B07DNBZ2V1,"Ailaka Medical Zipper Compression Calf Socks 20-30 mmHg for Women & Men, Knee High Open Toe Firm Support Graduated Varicose Veins Hosiery for Edema, Swelling, Pregnancy, Recovery",Ailaka,Health & Household,$719.7,30,$23.99,$6.01,17.98,"163,454",48,53,1,Ailaka,4.2,"""0.7008"" x ""5.5"" x ""8""",Standard (Small),0.2425
B07DDCZ6SY,"Ailaka Medical Zipper Compression Calf Socks 20-30 mmHg for Women & Men, Knee High Open Toe Firm Support Graduated Varicose Veins Hosiery for Edema, Swelling, Pregnancy, Recovery",Ailaka,Health & Household,$1439.4,60,$23.99,$6.01,17.98,"97,247",48,53,1,Ailaka,4.2,"""0.4724"" x ""5.315"" x ""7.874""",Standard (Small),0.1984
B07DDDFRD8,"Ailaka Medical Zipper Compression Calf Socks 20-30 mmHg for Women & Men, Knee High Open Toe Firm Support Graduated Varicose Veins Hosiery for Edema, Swelling, Pregnancy, Recovery",Ailaka,Health & Household,$0,0,$23.99,$6.01,17.98,"391,107",126,48,1,Ailaka,4.2,"""0.748"" x ""5.4331"" x ""8.3071""",Standard (Small),0.1918
B07DDDRYQ6,"Ailaka Medical Zipper Compression Calf Socks 20-30 mmHg for Women & Men, Knee High Open Toe Firm Support Graduated Varicose Veins Hosiery for Edema, Swelling, Pregnancy, Recovery",Ailaka,Health & Household,$1439.4,60,$23.99,$6.79,17.2,"111,553",48,53,1,Ailaka,4.2,"""0.8268"" x ""5.5906"" x ""8.3465""",Standard (Large),0.205
B07DDF841J,"Ailaka Medical Zipper Compression Calf Socks 20-30 mmHg for Women & Men, Knee High Open Toe Firm Support Graduated Varicose Veins Hosiery for Edema, Swelling, Pregnancy, Recovery",Ailaka,Health & Household,$95.96,4,$23.99,$6.01,17.98,"430,712",9,48,1,Ailaka,3.8,"""0.748"" x ""5.748"" x ""8.6614""",Standard (Small),0.1808
B07DDC7487,"Ailaka Medical Zipper Compression Calf Socks 20-30 mmHg for Women & Men, Knee High Open Toe Firm Support Graduated Varicose Veins Hosiery for Edema, Swelling, Pregnancy, Recovery",Ailaka,Health & Household,$0,0,$23.99,$6.01,17.98,"346,719",48,53,1,Ailaka,4.2,"""0.748"" x ""5.315"" x ""8.6614""",Standard (Small),0.1852
B07DND1RRP,"Ailaka Medical Zipper Compression Calf Socks 20-30 mmHg for Women & Men, Knee High Open Toe Firm Support Graduated Varicose Veins Hosiery for Edema, Swelling, Pregnancy, Recovery",Ailaka,Health & Household,$719.7,30,$23.99,$6.79,17.2,"130,989",48,53,1,Ailaka,4.2,"""0.7992"" x ""4.5984"" x ""8.2992""",Standard (Large),0.2425
B07DDD46T7,"Ailaka Medical Zipper Compression Calf Socks 20-30 mmHg for Women & Men, Knee High Open Toe Firm Support Graduated Varicose Veins Hosiery for Edema, Swelling, Pregnancy, Recovery",Ailaka,Health & Household,$719.7,30,$23.99,$6.01,17.98,"124,269",48,73,1,Ailaka,4.2,"""0.4"" x ""6"" x ""6.2""",Standard (Small),0.2006
B07DDCH4T3,"Ailaka Medical Zipper Compression Calf Socks 20-30 mmHg for Women & Men, Knee High Open Toe Firm Support Graduated Varicose Veins Hosiery for Edema, Swelling, Pregnancy, Recovery",Ailaka,Health & Household,$215.91,9,$23.99,$6.79,17.2,"228,567",22,68,1,Ailaka,3.9,"""0.7874"" x ""5.7874"" x ""8.3465""",Standard (Large),0.2359
B0757LBHCJ,"Ailaka Open Toe Thigh High 20-30 mmHg Compression Stockings for Women and Men, Firm Support Graduated Varicose Veins Socks, Travel, Casual-Formal Hosiery (Beige, Small)",Ailaka,Health & Household,$0,0,$23.99,$6.01,17.98,"610,002",56,73,1,Ailaka,3.9,"""8.27"" x ""5.51"" x ""0.39""",Standard (Small),0.33
B0757QKHQB,"Ailaka Opened Toe Thigh High 20-30 mmHg Compression Stockings for Women and Men, Firm Support Graduated Varicose Veins Socks, Travel, Casual-Formal Hosiery",Ailaka,Health & Household,$0,0,$22.99,$5.86,17.13,"500,582",302,68,1,Ailaka,4,"""8.27"" x ""5.51"" x ""0.39""",Standard (Small),0.33
B0757LHHJD,"Ailaka Opened Toe Thigh High 20-30 mmHg Compression Stockings for Women and Men, Firm Support Graduated Varicose Veins Socks, Travel, Casual-Formal Hosiery",Ailaka,Health & Household,$0,0,$22.99,$5.86,17.13,"218,814",302,68,1,Ailaka,4,"""8.27"" x ""5.51"" x ""0.39""",Standard (Small),0.33
B0757GQQ58,"Ailaka Opened Toe Thigh High 20-30 mmHg Compression Stockings for Women and Men, Firm Support Graduated Varicose Veins Socks, Travel, Casual-Formal Hosiery",Ailaka,Health & Household,$0,0,$22.99,$5.86,17.13,"553,719",303,68,1,Ailaka,4,"""8.27"" x ""5.51"" x ""0.39""",Standard (Small),0.33
B0757KN7JC,"Ailaka Opened Toe Thigh High 20-30 mmHg Compression Stockings for Women and Men, Firm Support Graduated Varicose Veins Socks, Travel, Casual-Formal Hosiery",Ailaka,Health & Household,$0,0,$22.9,$5.85,17.05,"440,517",151,73,1,Ailaka,3.9,"""8.27"" x ""5.51"" x ""0.39""",Standard (Small),0.33
B0757LS9RC,"Ailaka Opened Toe Thigh High 20-30 mmHg Compression Stockings for Women and Men, Firm Support Graduated Varicose Veins Socks, Travel, Casual-Formal Hosiery",Ailaka,Health & Household,$659.7,30,$21.99,$6.49,15.5,"178,812",134,73,1,Ailaka,3.9,"""1.2598"" x ""6.7717"" x ""9.685""",Standard (Large),0.3086
B0757LK3BQ,"Ailaka Opened Toe Thigh High 20-30 mmHg Compression Stockings for Women and Men, Firm Support Graduated Varicose Veins Socks, Travel, Casual-Formal Hosiery",Ailaka,Health & Household,$0,0,$22.99,$5.86,17.13,"333,171",303,68,1,Ailaka,4,"""8.27"" x ""5.51"" x ""0.39""",Standard (Small),0.33
B07DG2DG8L,"Ailaka Orthotic Cushion Arch Support Shoe Insoles for Men & Women, Performance Sports Inserts for Flat Foot, Plantar Fasciitis, Feet Heel Pain Relief",Ailaka,Health & Household,$0,0,$9.99,$4.69,5.3,"752,437",11,70,1,Ailaka,3.4,"""1.7323"" x ""4.8031"" x ""13.5039""",Standard (Large),0.3726
B07DGTCNNX,"Ailaka Orthotic Cushion Arch Support Shoe Insoles for Men & Women, Unisex Daily Shock Absorption Gel Sports Inserts for Flat Feet, Plantar Fasciitis, Heel Pain Relief",Ailaka,Health & Household,$0,0,$14.99,$5.44,9.55,"313,455",374,66,1,Ailaka,4.3,"""2.3"" x ""5.4"" x ""14.5""",Standard (Large),0.4497
B07DGR6Z4L,"Ailaka Orthotic Cushion Arch Support Shoe Insoles for Men & Women, Unisex Daily Shock Absorption Gel Sports Inserts for Flat Feet, Plantar Fasciitis, Heel Pain Relief",Ailaka,Health & Household,$0,0,$14.99,$5.44,9.55,"219,006",376,66,1,Ailaka,4.3,"""2"" x ""5.4"" x ""14.4""",Standard (Large),0.399
B07MKF45K9,"Ailaka Orthotic Cushion Arch Support Shoe Insoles for Men & Women, Unisex Daily Shock Absorption Gel Sports Inserts for Flat Feet, Plantar Fasciitis, Heel Pain Relief",Ailaka,Health & Household,$0,0,$12.99,$5.14,7.85,"361,711",386,66,1,Ailaka,4.3,"""0.7874"" x ""3.937"" x ""11.4173""",Standard (Large),0.3968
B07DGRXZJT,"Ailaka Orthotic Cushion Arch Support Shoe Insoles for Men & Women, Unisex Daily Shock Absorption Gel Sports Inserts for Flat Feet, Plantar Fasciitis, Heel Pain Relief",Ailaka,Health & Household,$179.88,12,$14.99,$5.44,9.55,"284,248",389,66,1,Ailaka,4.3,"""1.9"" x ""5.5"" x ""14.5""",Standard (Large),0.2998
B07MNJR934,"Ailaka Orthotic Cushion Arch Support Shoe Insoles for Men & Women, Unisex Daily Shock Absorption Gel Sports Inserts for Flat Feet, Plantar Fasciitis, Heel Pain Relief",Ailaka,Health & Household,$0,0,$12.99,$5.14,7.85,"335,773",386,66,1,Ailaka,4.3,"""1.8898"" x ""5.9843"" x ""12.2047""",Standard (Large),0.3968
B07MNKP3N4,"Ailaka Orthotic Cushion Arch Support Shoe Insoles for Men & Women, Unisex Daily Shock Absorption Gel Sports Inserts for Flat Feet, Plantar Fasciitis, Heel Pain Relief",Ailaka,Health & Household,$0,0,$12.99,N.A.,N.A.,"266,278",382,66,1,Ailaka,4.3,N.A.,,
B07M9M6JDH,"Ailaka Orthotic Cushion Arch Support Shoe Insoles for Men & Women, Unisex Daily Shock Absorption Gel Sports Inserts for Flat Feet, Plantar Fasciitis, Heel Pain Relief",Ailaka,Health & Household,$0,0,$12.99,N.A.,N.A.,"393,234",376,66,1,Ailaka,4.3,N.A.,,
B07DGRQVSZ,"Ailaka Orthotic Cushion Arch Support Shoe Insoles for Men & Women, Unisex Daily Shock Absorption Gel Sports Inserts for Flat Feet, Plantar Fasciitis, Heel Pain Relief",Ailaka,Health & Household,$449.7,30,$14.99,$5.44,9.55,"177,630",141,71,1,Ailaka,4.3,"""1.8"" x ""5.4"" x ""14.1""",Standard (Large),0.5004
B07DGRX3WN,"Ailaka Orthotic Cushion Arch Support Shoe Insoles for Men & Women, Unisex Daily Shock Absorption Gel Sports Inserts for Flat Feet, Plantar Fasciitis, Heel Pain Relief",Ailaka,Health & Household,$224.85,15,$14.99,$5.44,9.55,"392,069",389,66,2,Ailaka,4.3,"""2"" x ""5.4"" x ""14.5""",Standard (Large),0.3505
B073N6R8FJ,"Ailaka Orthotic Cushion Arch Support Shoe Insoles, Unisex Daily Sports Performance Inserts for Flat Foot, Plantar Fasciitis, Feet Heel Pain Relief",Ailaka,Health & Household,$79.92,8,$9.99,$4.69,5.3,"246,368",164,46,1,Ailaka,3.8,"""10.98"" x ""3.5"" x ""0.98""",Standard (Large),0.1
B073N66H5N,"Ailaka Orthotic Cushion Arch Support Shoe Insoles, Unisex Daily Sports Performance Inserts for Flat Foot, Plantar Fasciitis, Feet Heel Pain Relief",Ailaka,Health & Household,$0,0,$9.99,$4.69,5.3,"281,026",164,46,1,Ailaka,3.8,"""10"" x ""4.02"" x ""1.1""",Standard (Large),0.1
B07YDCFV77,"Ailaka Sheepskin Sport Insoles for Women & Men, Premium Thick Wool Fur Fleece Replacement Warm Inserts for Shoes Boots Slippers Sneakers",Ailaka,"Clothing, Shoes & Jewelry",$2878.2,180,$15.99,N.A.,N.A.,"108,961",26,66,1,Ailaka,4.2,"""2.1"" x ""3.6"" x ""10.2""",,0.2006
B07YDBLKXL,"Ailaka Sheepskin Sport Insoles for Women & Men, Premium Thick Wool Fur Fleece Replacement Warm Inserts for Shoes Boots Slippers Sneakers",Ailaka,"Clothing, Shoes & Jewelry",$2878.2,180,$15.99,N.A.,N.A.,"98,463",12,66,1,Ailaka,3.5,"""2.0472"" x ""4.3307"" x ""11.7323""",,0.2646
B07YDCQH3T,"Ailaka Sheepskin Sport Insoles for Women & Men, Premium Thick Wool Fur Fleece Replacement Warm Inserts for Shoes Boots Slippers Sneakers",Ailaka,Health & Household,$959.4,60,$15.99,$5.59,10.4,"109,468",24,66,1,Ailaka,4.2,"""10.0394"" x ""3.5433"" x ""1.5748""",Standard (Large),0.2646
B07YDBTN9F,"Ailaka Sheepskin Sport Insoles for Women & Men, Premium Thick Wool Fur Fleece Replacement Warm Inserts for Shoes Boots Slippers Sneakers",Ailaka,"Clothing, Shoes & Jewelry",$4317.3,270,$15.99,N.A.,N.A.,"71,984",20,66,1,Ailaka,3.8,"""2.4"" x ""4.1"" x ""10.4""",,0.2491
B07YDD5PNV,"Ailaka Sheepskin Sport Insoles for Women & Men, Premium Thick Wool Fur Fleece Replacement Warm Inserts for Shoes Boots Slippers Sneakers",Ailaka,Health & Household,$479.7,30,$15.99,N.A.,N.A.,"146,230",20,66,1,Ailaka,3.9,"""2.5"" x ""4.3"" x ""9.5""",,0.2998
B07V4JZGGP,"Ailaka Shock Absorption Cushioning Sports Insoles for Men and Women, Velvet Surfaces Soft Inner Sole for Trainers Foot Pain, Running, Hiking, Climbing",Ailaka,Health & Household,$0,0,$11.99,$4.99,7,"752,415",5,66,1,Ailaka,4.1,"""10.0394"" x ""3.4646"" x ""0.7874""",Standard (Large),0.1323
B07V4HZNY7,"Ailaka Shock Absorption Cushioning Sports Insoles for Men and Women, Velvet Surfaces Soft Inner Sole for Trainers Foot Pain, Running, Hiking, Climbing",Ailaka,Health & Household,$0,0,$11.99,$4.99,7,"784,979",5,66,1,Ailaka,4.1,"""11.1024"" x ""3.7402"" x ""0.7874""",Standard (Large),0.1323
B07V6P8V2C,"Ailaka Shock Absorption Gel Comfort Insoles for Men, Women, Teenager, Replacement Deep Heel Cup Breathable Shoe Inserts Anti Fatigue Relieve Foot Pain for Sports",Ailaka,Health & Household,$0,0,$11.99,N.A.,N.A.,"482,764",34,65,1,Ailaka,4.4,"""1.0236"" x ""4.252"" x ""11.0236""",,0.2205
B07V6QBM1P,"Ailaka Shock Absorption Gel Comfort Insoles for Men, Women, Teenager, Replacement Deep Heel Cup Breathable Shoe Inserts Anti Fatigue Relieve Foot Pain for Sports",Ailaka,Health & Household,$0,0,$11.99,$4.99,7,"257,328",34,65,1,Ailaka,4.4,"""1.0984"" x ""4.252"" x ""12.126""",Standard (Large),0.2205
B07V3JRWCL,"Ailaka Shock Absorption Gel Comfort Insoles for Men, Women, Teenager, Replacement Deep Heel Cup Breathable Shoe Inserts Anti Fatigue Relieve Foot Pain for Sports",Ailaka,Health & Household,$0,0,$11.99,$4.99,7,"1,026,814",34,65,1,Ailaka,4.4,"""1.0236"" x ""4.252"" x ""11.0236""",Standard (Large),0.2205
B07V8RTZ3X,"Ailaka Shock Absorption Gel Insole for Men and Women, Elastic Soft Replacement Shoe Insert Anti Odor Relieve Foot Pain Inner Sole for Sports and Work Boots",Ailaka,Health & Household,$0,0,$9.99,$4.69,5.3,"595,994",2,67,1,Ailaka,4.5,"""1.2598"" x ""5.2756"" x ""12.5984""",Standard (Large),0.2646
B07V8RH14W,"Ailaka Shock Absorption Gel Insole for Men and Women, Elastic Soft Replacement Shoe Insert Anti Odor Relieve Foot Pain Inner Sole for Sports and Work Boots",Ailaka,Health & Household,$0,0,$9.99,$4.69,5.3,"703,403",4,67,1,Ailaka,5,"""0.7874"" x ""4.8031"" x ""11.4961""",Standard (Large),0.1764
B07V4HV176,"Ailaka Shock Absorption Gel Insole for Men and Women, Elastic Soft Replacement Shoe Insert Anti Odor Relieve Foot Pain Inner Sole for Sports and Work Boots",Ailaka,Health & Household,$0,0,$9.99,$4.69,5.3,"713,240",4,67,1,Ailaka,3.9,"""0.8661"" x ""5.8268"" x ""13.8583""",Standard (Large),0.2205
B07KSPZVB9,"Ailaka Thigh High 20-30 mmHg Compression Sleeves for Women and Men, Firm Support Graduated Varicose Veins Footless Stockings, Travel, Casual-Formal Hosiery",Ailaka,Health & Household,$0,0,$19.99,$6.19,13.8,"660,540",5,68,1,Ailaka,3.7,"""1.0236"" x ""6.2205"" x ""8.6614""",Standard (Large),0.1323
B07KSRKVWV,"Ailaka Thigh High 20-30 mmHg Compression Sleeves for Women and Men, Firm Support Graduated Varicose Veins Footless Stockings, Travel, Casual-Formal Hosiery",Ailaka,Health & Household,$0,0,$19.99,$5.41,14.58,"870,745",2,68,1,Ailaka,2,"""0.6"" x ""6.1"" x ""9.1""",Standard (Small),0.2998
B07KSRJJ6T,"Ailaka Thigh High 20-30 mmHg Compression Sleeves for Women and Men, Firm Support Graduated Varicose Veins Footless Stockings, Travel, Casual-Formal Hosiery",Ailaka,Health & Household,$0,0,$19.99,$6.19,13.8,"809,740",8,68,1,Ailaka,4.3,"""0.9449"" x ""6.7717"" x ""9.1339""",Standard (Large),0.3086
B07KSQYZB3,"Ailaka Thigh High 20-30 mmHg Compression Sleeves for Women and Men, Firm Support Graduated Varicose Veins Footless Stockings, Travel, Casual-Formal Hosiery",Ailaka,Health & Household,$0,0,$19.99,$5.41,14.58,"757,711",3,68,1,Ailaka,3.3,"""0.5"" x ""5.9"" x ""8.2""",Standard (Small),0.2491
B07KSS9H1P,"Ailaka Thigh High 20-30 mmHg Compression Sleeves for Women and Men, Firm Support Graduated Varicose Veins Footless Stockings, Travel, Casual-Formal Hosiery",Ailaka,Health & Household,$0,0,$19.99,$5.41,14.58,"606,807",2,68,1,Ailaka,4.6,"""0.3"" x ""6.1"" x ""9.2""",Standard (Small),0.2491
B07KSS7GZ8,"Ailaka Thigh High 20-30 mmHg Compression Sleeves for Women and Men, Firm Support Graduated Varicose Veins Footless Stockings, Travel, Casual-Formal Hosiery",Ailaka,Health & Household,$0,0,$19.99,$6.19,13.8,"650,312",9,68,1,Ailaka,3.1,"""1.1"" x ""5.2"" x ""8.8""",Standard (Large),0.2998
B073PQ6C2C,Ailaka Thigh High 20-30 mmHg Compression Support Stockings for Women & Men,Ailaka,Health & Household,$1034.55,45,$22.99,$6.64,16.35,"622,813",65,66,1,Ailaka,3.8,"""8.5"" x ""5.98"" x ""1.42""",Standard (Large),0.28
B07KT471JC,"Ailaka Women & Men 20-30 mmHg Graduated Compression Calf Sleeves, Firm Support Footless Compression Socks for Varicose Veins, Shin Splints, Edema, Recovery, Maternity, Cycling, Running, Travel",Ailaka,Health & Household,$0,0,$11.99,$4.21,7.78,"358,857",115,69,1,Ailaka,4.1,"""0.315"" x ""5.5118"" x ""6.2992""",Standard (Small),0.0882
B07KT4LQW3,"Ailaka Women & Men 20-30 mmHg Graduated Compression Calf Sleeves, Firm Support Footless Compression Socks for Varicose Veins, Shin Splints, Edema, Recovery, Maternity, Cycling, Running, Travel",Ailaka,Health & Household,$0,0,$11.99,N.A.,N.A.,"538,001",122,69,1,Ailaka,4.1,"""0.5512"" x ""5.1181"" x ""6.063""",,0.0441
B07KT37G8H,"Ailaka Women & Men 20-30 mmHg Graduated Compression Calf Sleeves, Firm Support Footless Compression Socks for Varicose Veins, Shin Splints, Edema, Recovery, Maternity, Cycling, Running, Travel",Ailaka,Health & Household,$0,0,$11.99,N.A.,N.A.,"373,486",119,69,1,Ailaka,4.1,"""0.5"" x ""4.9"" x ""6.6""",,0.0992
B07KT51L9Q,"Ailaka Women & Men 20-30 mmHg Graduated Compression Calf Sleeves, Firm Support Footless Compression Socks for Varicose Veins, Shin Splints, Edema, Recovery, Maternity, Cycling, Running, Travel",Ailaka,Health & Household,$0,0,$11.99,$4.21,7.78,"735,224",122,49,1,Ailaka,4.1,"""0.6"" x ""4.3"" x ""6.3""",Standard (Small),0.0992
B07KT4RDRL,"Ailaka Women & Men 20-30 mmHg Graduated Compression Calf Sleeves, Firm Support Footless Compression Socks for Varicose Veins, Shin Splints, Edema, Recovery, Maternity, Cycling, Running, Travel",Ailaka,Health & Household,$0,0,$11.99,$4.21,7.78,"300,882",115,69,1,Ailaka,4.1,"""0.5118"" x ""5.6693"" x ""6.4961""",Standard (Small),0.1213
B0768W552J,"Ailaka Women’s Premium Thick Sheepskin Insoles/Inserts, Warm Fluffy Fleece Wool Replacement Insoles for Shoes Boots Slippers",Ailaka,"Clothing, Shoes & Jewelry",$6450.62,538,$11.99,$4.99,7,"40,014",637,65,1,Ailaka,4.4,"""9.5"" x ""3"" x ""2""",Standard (Large),0.22
B0768VKT8G,"Ailaka Women’s Premium Thick Sheepskin Insoles/Inserts, Warm Fluffy Fleece Wool Replacement Insoles for Shoes Boots Slippers",Ailaka,"Clothing, Shoes & Jewelry",$6474.6,540,$11.99,$4.99,7,"40,014",637,65,1,Ailaka,4.4,"""9.5"" x ""3"" x ""2""",Standard (Large),0.22
B0768WH1FN,"Ailaka Women’s Premium Thick Sheepskin Insoles/Inserts, Warm Fluffy Fleece Wool Replacement Insoles for Shoes Boots Slippers",Ailaka,"Clothing, Shoes & Jewelry",$5395.5,450,$11.99,$4.99,7,"48,075",637,65,1,Ailaka,4.4,"""9.5"" x ""3"" x ""2""",Standard (Large),0.22
B0768WCZYX,"Ailaka Women’s Premium Thick Sheepskin Insoles/Inserts, Warm Fluffy Fleece Wool Replacement Insoles for Shoes Boots Slippers",Ailaka,"Clothing, Shoes & Jewelry",$6450.62,538,$11.99,$4.99,7,"40,014",637,65,1,Ailaka,4.4,"""9.5"" x ""3"" x ""2""",Standard (Large),0.22
B0768W7N2W,"Ailaka Women’s Premium Thick Sheepskin Insoles/Inserts, Warm Fluffy Fleece Wool Replacement Insoles for Shoes Boots Slippers",Ailaka,"Clothing, Shoes & Jewelry",$6474.6,540,$11.99,$4.99,7,"70,249",635,65,1,Ailaka,4.4,"""9.5"" x ""3"" x ""2""",Standard (Large),0.22
B0768WXYLW,"Ailaka Women’s Premium Thick Sheepskin Insoles/Inserts, Warm Fluffy Fleece Wool Replacement Insoles for Shoes Boots Slippers",Ailaka,"Clothing, Shoes & Jewelry",$6294.75,525,$11.99,$4.99,7,"40,014",637,45,1,Ailaka,4.4,"""9.5"" x ""3"" x ""2""",Standard (Large),0.22
B074C3J8X1,"Portable Oxford Travel Shoe Tote Bag, Waterproof Shoe Packing Storage Gym Organizer",Ailaka,"Clothing, Shoes & Jewelry",$989.1,90,$10.99,N.A.,N.A.,"316,399",61,38,1,Ailaka,4.1,N.A.,,
B071X46PBY,"Portable Oxford Travel Shoe Tote Bag, Waterproof Shoe Packing Storage Gym Organizer",Ailaka,"Clothing, Shoes & Jewelry",$923.16,84,$10.99,$4.06,6.93,"188,173",28,63,1,Ailaka,4.4,"""13.7"" x ""7.09"" x ""0.59""",Standard (Small),0.4
B071K62G2D,"Portable Oxford Travel Shoe Tote Bag, Waterproof Shoe Packing Storage Gym Organizer",Ailaka,"Clothing, Shoes & Jewelry",$1318.8,120,$10.99,$4.06,6.93,"199,572",60,38,1,Ailaka,4.1,"""13.19"" x ""7.6"" x ""0.71""",Standard (Small),0.3
B0749JZ5SX,"Portable Oxford Travel Shoe Tote Bag, Waterproof Shoe Packing Storage Gym Organizer",Ailaka,"Clothing, Shoes & Jewelry",$1461.67,133,$10.99,$4.84,6.15,"327,917",61,38,1,Ailaka,4.1,"""14.6"" x ""7.8"" x ""1.3""",Standard (Large),0.3
