39.90,1,来来童装工厂店,622,1639,3099,"['母婴', '童装童鞋', '儿童羽绒服/棉服']",炫彩儿童羽绒棉服贴标小棉袄外套,18779212126,庐山市玮乐服饰有限公司,18970248266,https://haohuo.jinritemai.com/views/product/item?id=3430412024574777352
86.06-123.01,1,,30,1623,1623,['其他'],零基础网络安全实战训练营课程【下单后请点击联系商家】,18720051441,江西掌控者信息安全技术有限责任公司,13110400479,https://haohuo.jinritemai.com/views/product/item?id=3431704882812431797
99.00,1,正善酒类专营店,166,1622,3820,['其他'],西班牙魔力家族佳酿干红葡萄酒750ml 6支装,13122987852,正善（浙江）电子商务有限公司,18329028234,https://haohuo.jinritemai.com/views/product/item?id=3429807864452100505
89.00-79.00,1,千凯服饰,301,1599,4824,['其他'],2020秋季新款黑色打底裤女鲨鱼皮海豚巴比裤高腰排扣收腹蚂蚁裤,15356170126,杭州千凯贸易有限公司,15356170126,https://haohuo.jinritemai.com/views/product/item?id=3432967603272943900
99.00,0,千成购商城,721,1588,3479,"['食品饮料', '粮油调味', '调味品']",【99元6罐】铜陵剁椒白姜 鲜辣脆爽 250g/瓶兰香缘,,,,https://haohuo.jinritemai.com/views/product/item?id=3435342357187407887
39.90,1,林家铺子官方旗舰店,11,1582,1621,['其他'],林家铺子黄花鱼罐头即食下饭菜熟食豆豉鱼肉罐装小黄鱼海鲜食品,13840809510,大连林家铺子食品股份有限公司,13840809510,https://haohuo.jinritemai.com/views/product/item?id=3424415534966518050
76.00,1,CODOON运动旗舰店,1,1579,1619,"['食品饮料', '粮油调味', '方便食品']",CODOON咕咚即食魔芋粉丝酸辣味伙鸡面味256g*6桶,17761193502,成都乐动信息技术有限公司,17761193502,https://haohuo.jinritemai.com/views/product/item?id=3433912835263066395
49.90,0,村野发现小店,193,1573,2057,['其他'],中秋月饼吉祥如意礼盒装520克一盒,,,,https://haohuo.jinritemai.com/views/product/item?id=3434593765946463519
49.00,0,知行商贸百货店,259,1567,6031,"['图书', '烹饪/美食', '家常菜谱']",舌尖上的中国,4008013352,大连知行传媒有限公司,17319202181,https://haohuo.jinritemai.com/views/product/item?id=3415335484291996259
39.90,1,烨鹿供应链,8,1565,1580,['其他'],大号24骨抗风防雨伞送防水套,18358001044,义乌市烨鹿电子商务有限公司,15925995902,https://haohuo.jinritemai.com/views/product/item?id=3434698941021739826
99.00,2,京弗辛有志专卖店,863,1561,2036,"['服饰内衣', '男装', '男士羊绒衫']",【99元3件】专柜同款高档大牌羊绒衫潮品反季特卖,17355441292,合肥辛有志电子商务有限公司,17355441292,https://haohuo.jinritemai.com/views/product/item?id=3432955545152306976
69.00-39.00,2,品众互娱,172,1560,2600,"['家居日用', '清洁用品', '一次性清洁用品']",【强力管道疏通剂】3秒疏通，不伤管道，安全0污染，不伤手！,13585601384,上海品众企业发展有限公司,13585601384,https://haohuo.jinritemai.com/views/product/item?id=3436321779340153084
49.00,0,义乌市柠泽电子商务有限公司,401,1550,3727,['其他'],【自带开关、三挡调速、买一送一】黑科技神器增压花洒！,15268604700,义乌市柠泽电子商务有限公司,18249595923,https://haohuo.jinritemai.com/views/product/item?id=3431067118781736490
39.90,1,莎莎家严选,285,1549,2705,['其他'],2037#时尚莫兰迪色系轻便爆款贝壳包斜跨包女,15933513701,保定枫齐商贸有限公司,15933513701,https://haohuo.jinritemai.com/views/product/item?id=3433406186005901421
96.00-59.00,0,智慧九州,620,1547,3904,"['家装建材', '五金工具', '电动工具']",2020升级【德国机械4维电动工具】47件套,400-600-2090,北京慧九州商贸有限公司,17710033815,https://haohuo.jinritemai.com/views/product/item?id=3422536381405256390
69.00,0,聚财男装,624,1546,2929,"['家居日用', '灯具', '手电筒/应急灯']",【69=2台】太阳能马灯  强光手电 无需充电 免费试用,17779294034,九江市聚财电子商务有限公司,17779294034,https://haohuo.jinritemai.com/views/product/item?id=3417218642767645146
69.00,1,常熟小燕子服装商行,517,1543,4491,"['服饰内衣', '女装', '女士马甲']","【玉煕宇】西装领马甲 （XL~4XL,90~180斤）",13390844091,常熟市服装城汪小燕服装商行,13390844091,https://haohuo.jinritemai.com/views/product/item?id=3435610360999224362
58.45-101.69,2,,126,1540,1540,['其他'],琪源堂百想膏,13960027502,福建百想生物科技有限公司,13960027502,https://haohuo.jinritemai.com/views/product/item?id=3435399785253864626
48.00,1,好书共享,480,1535,1580,['其他'],【好书阅读】财富自由聪明人,13074840621,厦门聚杰汇网络科技有限公司,13063002063,https://haohuo.jinritemai.com/views/product/item?id=3432253861170156375
98.80-88.80,1,恒信嘉业,265,1535,1844,['其他'],文具套装小学生用品儿童男孩女孩礼盒大礼包,19979785530,北京恒信嘉业文化传播有限公司,18610870480,https://haohuo.jinritemai.com/views/product/item?id=3414978398605419714
69.90,0,君君家工厂店,604,1529,3990,['其他'],2020早秋新款哈伦牛仔裤,,,,https://haohuo.jinritemai.com/views/product/item?id=3429181690390654474
49.00,1,美妞童装,384,1527,2805,['其他'],【现货】德绒自发热内衣套装10355Q481,18915319182,无锡市美妞电子商务科技有限公司,18915319182,https://haohuo.jinritemai.com/views/product/item?id=3433302810438049229
59.90,1,孟辉美妆专营店,0,1524,1568,['其他'],珀莱雅氨基酸洗面奶100g （新升级款）,17184886786,杭州孟辉文化传播有限公司,17184886786,https://haohuo.jinritemai.com/views/product/item?id=3435522387234412213
59.00,1,香山书坊,793,1512,2046,"['图书', '文学', '名家作品']",【香山书坊】晚熟的人  莫言著 诺奖后首部作品,18253979898,山东鑫之美商贸有限公司,18253979898,https://haohuo.jinritemai.com/views/product/item?id=3429070373461847937
59.00,0,义乌市豪咖商贸有限公司,1479,1505,1741,"['服饰内衣', '内衣', '商务男袜']",【夏季断货王 全宇宙包邮】精品吸汗防臭运动袜-极速发货,18858956080,义乌市豪咖商贸有限公司,15205799283,https://haohuo.jinritemai.com/views/product/item?id=3415478777285875489
42.80,1,想念食品旗舰店,5,1495,1517,['其他'],想念酸辣荞麦面*3盒 /葱油拌面*3盒拌面料包低脂方便面速食面条,13203780239,想念食品股份有限公司,13203780239,https://haohuo.jinritemai.com/views/product/item?id=3423712656983466855
49.80,1,抖商商贸图书专营店,533,1494,2424,['其他'],正版 包邮 民法典精装大字版  民主法制出版社,17610873777,吉林市抖商商贸有限公司,17610873777,https://haohuo.jinritemai.com/views/product/item?id=3429949315953625241
39.80,2,聚欣春化妆品直营店,414,1492,4358,"['美妆', '面部护肤', '乳液/面霜']",【肌肤海洋逸素美白祛斑霜】专业点斑20年 持证点斑 淡斑淡痘,4006789030,昆山聚欣春国际商贸有限公司,13255155041,https://haohuo.jinritemai.com/views/product/item?id=3425551768422102214
69.00,0,城惠精选小店,0,1489,13282,"['服饰内衣', '内衣', '男式内裤']",69元12条男士平角裤,4006279888,合肥市蜀山区城惠百货商行,15857374751,https://haohuo.jinritemai.com/views/product/item?id=3430611815757908446
39.90,0,欧伴旗舰店,1,1478,1478,['其他'],【ZB】欧伴悦想吃自热米饭三口味315g/盒包邮,,,,https://haohuo.jinritemai.com/views/product/item?id=3436310466329212912
68.00-98.00,1,幸福农场,342,1478,2184,['其他'],【小范推荐a】山东新鲜速冻带黄扇贝肉4包/8包  250g/包 北城红贝,18153276710,城阳区万果来朝小范水果店,17669641930,https://haohuo.jinritemai.com/views/product/item?id=3432970631208172249
89.90,1,阔仔妈的杂货铺,747,1476,3351,['其他'],【三件套】【 牛奶绒】【花边】灰色大可爱兔,13393062693,廊坊多麦电子商务有限公司,13393062693,https://haohuo.jinritemai.com/views/product/item?id=3430952700953646055
68.00,1,荣景苑图书,544,1473,1896,['其他'],荣景优品  3册你就是孩子最好的玩具家庭教育书,18511526952,北京荣景苑图书有限公司,18511526952,https://haohuo.jinritemai.com/views/product/item?id=3431643595726289695
99.00,0,宇扬商行,1471,1472,1472,"['厨具', '水具酒具', '保温壶']",商务杯,18844800139,深圳市宝安区宇扬食品商行,13756164370,https://haohuo.jinritemai.com/views/product/item?id=3422173443783818434
69.00,0,百年扁氏健康馆,476,1469,3453,"['家居日用', '生活日用', '暖贴']",【百年徐氏】艾草膝盖贴 69元10盒,4006002216,上海艾康电子商务有限公司,13619745659,https://haohuo.jinritemai.com/views/product/item?id=3431116646239097519
63.86-102.65,1,,1466,1466,1466,['其他'],春夏老北京布鞋女民族绣花鞋汉服古风鞋中国风女单鞋平底舞蹈鞋,18605228388,扬州京秀轩电子商务有限公司,18605222988,https://haohuo.jinritemai.com/views/product/item?id=3408528225310225777
59.00,0,知行商贸百货店,173,1462,5092,"['图书', '法律', '民法']",中华人民共和国民法典2020年版大字版 法律常识一本全 ,4008013352,大连知行传媒有限公司,17319202181,https://haohuo.jinritemai.com/views/product/item?id=3431115200932251676
59.90,1,森马电商官方旗舰店,1458,1458,1458,"['母婴', '童装童鞋', '毛衣']",巴拉巴拉婴儿毛衣女童套头冬季针织衫2020新款宝宝20034190508,0571-89935982,浙江森马电子商务有限公司,17367057761,https://haohuo.jinritemai.com/views/product/item?id=3435890079225238485
99.00,1,英维妮旗舰店,165,1456,3952,"['母婴', '尿裤湿巾', '婴儿尿裤']",英维妮纸尿裤超薄透气干爽新生儿宝宝尿不湿,13077914246,河南锐弘电子商务有限公司,15260310618,https://haohuo.jinritemai.com/views/product/item?id=3434085316863107607
39.00,1,芬尚香水旗舰店,1,1448,1449,"['美妆', '香水彩妆', '香水/彩妆套装']",芬尚元素香水女士持久淡香自然学生香水少女清新独角兽正品香水女,02134638676,上海剑尊网络科技有限公司,17679047994,https://haohuo.jinritemai.com/views/product/item?id=3419574662269633236
59.90,1,欧爱诺女鞋旗舰店,480,1424,2973,['其他'],5cm细跟气质高跟鞋,15157291601,台州市立豪贸易有限公司,15157291601,https://haohuo.jinritemai.com/views/product/item?id=3431542507211729966
24.24-86.83,1,,1422,1422,1422,['其他'],明星同款马丁靴女潮厚底黑,0577-67950171,杭州斯盖电子商务有限公司,15167752951,https://haohuo.jinritemai.com/views/product/item?id=3436510485170772098
69.00,1,第三空间品牌服饰,176,1419,1621,['其他'],运动背心运动美背卡卡同款,13339107872,安徽第三空间电子商务有限公司,13855124218,https://haohuo.jinritemai.com/views/product/item?id=3435403639894745599
99.00,0,雷萨堡男装,336,1419,2090,"['服饰内衣', '男装', '男士夹克']",【清仓大促】高档商务休闲男士夹克,18367356478,嘉兴霸鲨服饰有限公司,18367356478,https://haohuo.jinritemai.com/views/product/item?id=3430304405696702878
69.00-99.00,2,七彩庄园,544,1408,1752,['其他'],初级农产品 水果 云南人参果  5斤 8斤,400-9957-579,山东七彩庄园蔬菜食品基地有限公司,4009957579,https://haohuo.jinritemai.com/views/product/item?id=3429630731192797959
39.00,0,大愚化妆品,547,1403,3693,['其他'],护肤霜,13956268729,黄山大愚网络科技有限公司,13956268729,https://haohuo.jinritemai.com/views/product/item?id=3433716843062392534
59.90,1,小敏家,397,1400,3600,['其他'],法式复古黑色赫本风吊带连衣裙女2020春季新款收腰显瘦小黑裙,17728190625,广州谷文炜贸易有限公司,17728190625,https://haohuo.jinritemai.com/views/product/item?id=3405122715634540922
89.00,1,零度果坊食品旗舰店,298,1398,3243,"['食品饮料', '饮料冲调', '饮料']",零度果坊 早橙好 NFC果汁 橙汁 早晨早餐果汁 280ML*9瓶,15000252154,德清嘉隽饮品有限公司,17317256573,https://haohuo.jinritemai.com/views/product/item?id=3422587038539624850
69.00,0,续写化妆品,546,1395,2212,['其他'],【69元4盒】续写六胜肽抗皱遮瑕隔离清爽亮肤蘑菇气垫BB霜,15850830301,合肥续写化妆品有限公司,15850830191,https://haohuo.jinritemai.com/views/product/item?id=3434038160387109517
77.15-79.41,1,,78,1385,1385,['其他'],大爱日系温柔风甜美女童毛针织马甲背心复古显瘦无袖坎肩DMJ341,18663990360,焦作市小小韩贸易有限公司,18336886793,https://haohuo.jinritemai.com/views/product/item?id=3436179169288000577
92.90,1,良品铺子官方旗舰店,9,1384,1384,['其他'],【良品铺子】肉松饼（380g/袋）(拍1发4),4001177517,湖北良品铺子电子商务有限公司,17720219353,https://haohuo.jinritemai.com/views/product/item?id=3436527186268532427
46.80,1,十记庄园官方旗舰店,0,1375,1564,"['生鲜', '水果', '柚子']",十记庄园 福建红心柚子10斤新鲜水果包邮当季整箱红肉蜜柚礼盒装,13690868427,广东十记果业有限公司,18602013044,https://haohuo.jinritemai.com/views/product/item?id=3426255595450313023
39.95,1,福事多食品饮料旗舰店,1323,1369,1482,"['食品饮料', '饮料冲调', '冲饮谷物']",福事多酸奶果粒水果坚果燕麦片500g,4008152666,浙江福事多网络科技有限公司,18157999008,https://haohuo.jinritemai.com/views/product/item?id=3406801257548090233
49.90-79.90,1,嗨潮童品牌店,432,1360,2633,['其他'],T074--时尚黑白格套装100-160码,17369557075,湖州轩腾服饰有限公司,17369557075,https://haohuo.jinritemai.com/views/product/item?id=3434714087223853179
79.00,2,繁印图书,221,1358,2091,"['图书', '国学/古籍', '国学普及读物']",【国学经典十册】民族文化精髓 详细注解 一看就会懂一学就会,4000584000,郑州市金水区繁印图书店,13674934003,https://haohuo.jinritemai.com/views/product/item?id=3414755945027363372
99.00,1,广州大缘女装批发,854,1354,2273,['其他'],大缘家棉质堆堆袜不支持退货退款,15159379007,东莞市源彬服饰有限公司,15159379007,https://haohuo.jinritemai.com/views/product/item?id=3434854403897691832
95.23-0.14,1,,0,1351,1351,['其他'],美甲饰品21号到40号,18936661361,东海县颜公子美甲有限公司,18936661361,https://haohuo.jinritemai.com/views/product/item?id=3436174526503884005
39.90,1,乡盛食品旗舰店,562,1348,2672,"['食品饮料', '休闲食品', '熟食腊味']",乡盛五香鸡 正宗德州扒鸡 500g整只卤味熟食鸡肉烧鸡 第三只9.9元,18105342958,德州乡盛食品有限公司,18105348056,https://haohuo.jinritemai.com/views/product/item?id=3405279997345270217
49.00,0,知行商贸百货店,588,1345,5847,"['图书', '烹饪/美食', '家常菜谱']",舌尖上的中国：传世美食炮制方法全攻略,4008013352,大连知行传媒有限公司,17319202181,https://haohuo.jinritemai.com/views/product/item?id=3426653865620200363
69.00,0,开拓者美妆,634,1339,2931,['其他'],【69元300袋】抗皱滋养晚安冻膜，积雪草精华，紧致强补水,18709863923,安徽开拓者商贸有限公司,13717642100,https://haohuo.jinritemai.com/views/product/item?id=3427954186413837437
127.60-28.59,1,,6,1337,1337,['其他'],龙猫卡通内胆,18079232554,庐山市三福童装批发有限公司,18007921260,https://haohuo.jinritemai.com/views/product/item?id=3432821924349274980
65.58-96.22,1,,1336,1336,1336,['其他'],韩国dpc豹纹气垫水光精华bb霜保湿遮瑕新款,15506663025,舟山敷珉国际贸易有限公司,15506663025,https://haohuo.jinritemai.com/views/product/item?id=3436645628590089914
216.07-80.53,1,,1335,1335,1335,['其他'],【2包】牛油果卸妆湿巾,18868591524,兰溪睿赢网络科技有限公司,18868591524,https://haohuo.jinritemai.com/views/product/item?id=3437091205542980148
98.00,1,图图小象,1335,1335,1335,"['母婴', '童装童鞋', '上衣']",儿童卡通卫衣D20100,15190222487,湖州铭英服饰有限公司,13952466476,https://haohuo.jinritemai.com/views/product/item?id=3436109842039875272
49.00-89.00,0,上海昫垚贸易有限公司,574,1330,2383,['其他'],全国顺丰包邮 货到满意付款,18511002852,上海昫垚贸易有限公司,18511002852,https://haohuo.jinritemai.com/views/product/item?id=3433946087017341660
76.80-91.81,1,,1329,1329,1329,['其他'],男童长袖T恤秋装春秋新款童装秋衣儿童1岁3宝宝上衣打底衫U12346,18221884167,上海多文电子商务有限公司,18921055369,https://haohuo.jinritemai.com/views/product/item?id=3436482022514803531
79.90,1,博至美专营店,231,1327,2267,['其他'],博至美 家用智能烘鞋器干鞋器,15669189966,郑州博至美商贸有限公司,15669189966,https://haohuo.jinritemai.com/views/product/item?id=3430019309978702059
39.90,2,珏森惠农,492,1325,2633,"['食品饮料', '粮油调味', '调味品']",河南特产宋州农家手工秘制西瓜酱豆280g,19139958385,河南珏森商贸有限公司,19139958385,https://haohuo.jinritemai.com/views/product/item?id=3425692422158603623
27.39-135.76,1,,0,1324,1324,['其他'],稚优泉张云雷塔罗牌15色眼影,021-34791391,上海丰邑信息科技发展有限公司,18162285807,https://haohuo.jinritemai.com/views/product/item?id=3437405511375526211
55.00,1,上海韩束化妆品销售服务有限公司,1,1323,1329,"['美妆', '面部护肤', '面膜']",韩束玻尿酸水库面膜补水保湿收缩毛孔修护舒缓,18611257693,上海韩束化妆品销售服务有限公司,18317128110,https://haohuo.jinritemai.com/views/product/item?id=3430164314080844901
69.00,0,安心优选百货专营店,458,1318,3525,['其他'],【卖爆了】多功能清洗机，眼镜手表焕然一新,,,,https://haohuo.jinritemai.com/views/product/item?id=3430368093527002178
140.72-10.17,1,,1314,1314,1314,['其他'],时尚潮牌加绒打底裤H1069,15968209135,广州伟泰服饰有限公司,15968209135,https://haohuo.jinritemai.com/views/product/item?id=3432464286675558327
69.00-39.00,0,日浦优选,454,1313,3398,"['食品饮料', '茗茶', '其它茶']",陈皮 50g,,,,https://haohuo.jinritemai.com/views/product/item?id=3427234223076063896
39.00,2,万事合实业,460,1312,2009,"['图书', '励志与成功', '演讲与口才']",【3本39元】改变现状和命运，提高情商练出好口才,4006162220,郑州万事合实业有限公司,4006162220,https://haohuo.jinritemai.com/views/product/item?id=3401448957384251644
89.00-79.00,1,临沂市策马文化用品有限公司,444,1311,2952,['其他'],【巨能装】巨无霸收纳袋 超大容量 加厚加大结实耐用 束口整理筐,13905398391,临沂市策马文化用品有限公司,13905398391,https://haohuo.jinritemai.com/views/product/item?id=3432810551233924781
98.00-78.00,1,海成个人护理专营店,602,1311,3191,['其他'],【效果不好包退-78元2支】黄金香口牙膏,020-89636242,海成(广州)电子商务有限公司,19927687355,https://haohuo.jinritemai.com/views/product/item?id=3419399419014074212
46.51-20.50,1,,1310,1310,1310,['其他'],二十四节气穴位养生日记,01053324632,北京爱创思特文化传媒有限公司,15321991922,https://haohuo.jinritemai.com/views/product/item?id=3433205447715331905
49.90-52.90,1,小菲特服装店,1309,1309,1309,"['母婴', '童装童鞋']",童装 大眼萌套装   红色 黄色 CJH ,17774257798,东阳风之翼供应链有限公司,17774257798,https://haohuo.jinritemai.com/views/product/item?id=3435052199993035805
49.90,1,晶云精品专营店,443,1308,3081,['其他'],【宝宝地板袜】防滑保暖早教学步袜纯棉船袜,13163238825,武汉东湖新技术开发区晶云百货商行,13163238825,https://haohuo.jinritemai.com/views/product/item?id=3424657294238072956
59.90,1,PRAMY柏瑞美旗舰店,991,1307,3527,['其他'],PRAMY/柏瑞美定妆喷雾快速持久定妆不易脱妆控油保湿补水,86-18626002937,上海礴原电子商务有限公司,17718106905,https://haohuo.jinritemai.com/views/product/item?id=3431124415767811079
55.90,1,喻可旗舰店,178,1303,1716,['其他'],喻可-马丁靴2020-2,17706583407,台州紫研贸易有限公司,17706765644,https://haohuo.jinritemai.com/views/product/item?id=3432620097326475609
0.36-101.28,1,,605,1296,1296,['其他'],【粉丝专享】猪油渣100g 油炸五花肉温州特产,4009265886,立坤（武汉）电子商务有限公司,18012819608,https://haohuo.jinritemai.com/views/product/item?id=3436864195054940552
2.19-129.77,1,,1296,1296,1296,['其他'],S534食品级316保温杯吸管杯子可爱小学生水壶便携宝宝幼儿园水杯A,17826987868,义乌市成域服饰有限公司,17826987868,https://haohuo.jinritemai.com/views/product/item?id=3431003278379467536
79.00,1,毕生之研盛煌专卖店,2,1283,1283,['其他'],毕生之研水杨酸冻膜40g,18817369411,宁波盛煌电子商务有限公司,18616374061,https://haohuo.jinritemai.com/views/product/item?id=3432965112116424476
39.46-171.92,1,,230,1282,1282,"['母婴', '童装童鞋']",女童冬装加绒糖果多色保暖时尚马甲皮草外套2020韩版新款童装,18663990360,焦作市小小韩贸易有限公司,18336886793,https://haohuo.jinritemai.com/views/product/item?id=3437257843848393757
69.00,0,鸥臻商贸,410,1279,2810,['其他'],【69元/15双女袜爆款】女性运动专属纯棉吸汗防臭短筒袜,15205798112,义乌市鸥臻电子商务有限公司,15205798112,https://haohuo.jinritemai.com/views/product/item?id=3432374704437097666
99.00,1,酒仙网旗舰店,21,1276,1389,"['酒类', '中外名酒', '白酒']",53°容大酱酒（10）253ml（送小鱼花生）,4006179999,酒仙网络科技股份有限公司,15801496454,https://haohuo.jinritemai.com/views/product/item?id=3431329483343407157
88.00-48.00,1,迈子服饰,284,1274,1279,"['服饰内衣', '男装', '男士卫裤/运动裤']",秋季九分束脚裤男士韩版宽松潮流百搭休闲运动裤,15201241612,杭州排航电子商务有限公司,15201241612,https://haohuo.jinritemai.com/views/product/item?id=3432237469553293520
39.90,1,玖都美妆店,0,1252,1262,"['美妆', '面部护肤', '洁面']",洁面艾泡100g,18522773951,天津九都化妆品贸易有限公司,15822312770,https://haohuo.jinritemai.com/views/product/item?id=3417541392422041673
79.00-99.00,0,久量优品,178,1249,1946,['其他'],8秒出馅【精钢4维绞肉机】德国品质,400-600-2090,北京久量商贸有限公司,4006002090,https://haohuo.jinritemai.com/views/product/item?id=3428328995324823079
49.00-99.00,0,知行商贸百货店,778,1244,2455,"['图书', '科普读物', '百科知识']",【正版包邮】彩图精装版 风靡全球益智游戏思维游戏 物理实验书籍,4008013352,大连知行传媒有限公司,17319202181,https://haohuo.jinritemai.com/views/product/item?id=3421986275551503439
59.00,1,好孩子官方旗舰店,13,1242,1255,['其他'],25.好孩子嘭嘭纸尿裤超薄透气干爽尿不湿,4008280000,好孩子儿童用品有限公司,18912681293,https://haohuo.jinritemai.com/views/product/item?id=3434037902496159141
59.90,1,阔仔妈的杂货铺,413,1238,3504,"['家居日用', '家纺', '床品套件']",200*220cm【牛奶绒】【花边】灰色大可爱兔,13393062693,廊坊多麦电子商务有限公司,13393062693,https://haohuo.jinritemai.com/views/product/item?id=3433115412408200588
99.00,2,潮正优选,318,1227,4147,"['美妆', '面部护肤', '乳液/面霜']",依露美专注淡斑20年，工厂直销，99元买1瓶送1瓶，共2瓶,4009009187,河南潮正网络科技有限公司,13083667087,https://haohuo.jinritemai.com/views/product/item?id=3423885267424161452
79.00,2,万事合实业,196,1226,1753,"['图书', '励志与成功', '智力与谋略']",【每本才5.2元】智慧谋略+励志人生＋人性口才，影响一生15本书！,4006162220,郑州万事合实业有限公司,4006162220,https://haohuo.jinritemai.com/views/product/item?id=3409437560039449578
39.90,1,爆点商贸,411,1219,3021,['其他'],【学生矫正书写握姿笔】幼儿园到小学阶段写字漂亮，孩子受益一生,18149631971,漳州爆点商贸有限公司,13655008484,https://haohuo.jinritemai.com/views/product/item?id=3431921658351486481
59.90-39.90,1,小火龙美妆专营店,355,1219,1937,['其他'],【沙龙SPA级护理发膜】修复烫染干枯受损头发营养柔顺修护发膜,02086072007,泉州小火龙科技有限公司,19924280751,https://haohuo.jinritemai.com/views/product/item?id=3434226256206555760
69.00,0,天互服饰专营店,0,1213,2744,"['鞋靴', '流行男鞋', '男士休闲鞋']",【69元“3”双】冲量清仓夏季镂空休闲鞋大卖!臭脚包退买贵包退,18057795150,温州天互电子商务有限公司,13362763395,https://haohuo.jinritemai.com/views/product/item?id=3413323609941364952
48.00,0,冲冲冲皮具,335,1209,3032,['其他'],【48元=4条皮带】优质商务休闲腰带,15858581825,义乌市恺涞电子商务商行,15858581825,https://haohuo.jinritemai.com/views/product/item?id=3434658843290912647
99.00,2,繁晟书局,382,1208,1626,"['图书', '社会科学', '经典著作']",【高尔基四部曲】全四册 经典文学原汁原味读名著,15638327800,潍坊繁晟商贸有限公司,15638327800,https://haohuo.jinritemai.com/views/product/item?id=3415533982647983471
69.00,1,法时力服装,219,1205,3258,['其他'],【女神推荐】2020早秋女神时尚无痕开衫  减龄显瘦,15888386469,桐乡市宝颖服饰有限公司,15888386469,https://haohuo.jinritemai.com/views/product/item?id=3434303101878859530
99.00,1,俏韵旗舰店,571,1203,2553,['其他'],女士加绒加厚法兰绒长款睡袍两件套装-20112系列,15302510996,深圳市广耀发贸易有限公司,15302510996,https://haohuo.jinritemai.com/views/product/item?id=3434520914677600563
55.90,1,喻可旗舰店,178,1181,1677,['其他'],喻可-马丁靴2020-3,17706583407,台州紫研贸易有限公司,17706765644,https://haohuo.jinritemai.com/views/product/item?id=3430912877932995940
99.00,1,莱咖商贸,786,1178,1521,"['服饰内衣', '内衣', '商务男袜']",【运动员指定用袜】长绒棉吸汗透气运动袜-四季款,15205798112,义乌市莱咖商贸有限公司,15205798112,https://haohuo.jinritemai.com/views/product/item?id=3403625713381848954
69.00-99.00,2,赵大爷园艺旗舰店,211,1164,2844,"['农资绿植', '花卉绿植', '花卉']",【赵大爷】四季青草坪 超矮品种 免修剪,19825207832,江苏禾一园艺有限公司,19825207832,https://haohuo.jinritemai.com/views/product/item?id=3422064115391298112
89.00-79.00,2,宜购家居专营店,500,1164,2405,"['厨具', '水具酒具', '玻璃杯']",【泡茶新方式】茶水分离杯，双层防烫，茶水分离，轻松享好茶,15360420899,广州宜购网络科技有限公司,15360420899,https://haohuo.jinritemai.com/views/product/item?id=3423654406606968846
84.00,1,青岛啤酒官方旗舰店,267,1162,2625,['其他'],【青岛啤酒】白啤11度 焕新包装 日期新鲜 500ml*12听,13355015685,青岛啤酒电子商务有限公司,13355015685,https://haohuo.jinritemai.com/views/product/item?id=3421505481997430330
18.07-215.18,1,,0,1151,1151,['其他'],Champion男女同款T恤,010-65281270,王府井集团股份有限公司东安市场,17665140311,https://haohuo.jinritemai.com/views/product/item?id=3410586839642421216
73.11-54.84,1,,1150,1150,1150,['其他'],29.9M/绵柔压缩浴巾8个（70*100cm）,13306599915,台州睿益服饰贸易有限公司,13306599915,https://haohuo.jinritemai.com/views/product/item?id=3430736245247088453
277.22-61.69,1,,1147,1147,1147,['其他'],书然多肽修护面霜50g,0755-86638000,深圳凯联健康生物科技有限公司,18617139884,https://haohuo.jinritemai.com/views/product/item?id=3435652121041751134
252.70-36.46,1,,1143,1143,1143,['其他'],【水晶绒大尺寸】【蕾丝边】蓝底黄紫欧纹,13393062693,廊坊多麦电子商务有限公司,13393062693,https://haohuo.jinritemai.com/views/product/item?id=3430197263325100896
159.43-21.21,1,,1,1142,1142,['其他'],巴拉巴拉儿童羽绒服中长款2020款女童秋冬外套洋气21074190211,0571-89935982,浙江森马电子商务有限公司,17367057761,https://haohuo.jinritemai.com/views/product/item?id=3435272288981907115
89.00,1,昕梓琳服饰,50,1139,1139,"['服饰内衣', '女装', '中老年女装']",【梓嫣】A8915款  娃娃领裙摆上衣  （XL-5XL  90-165斤）,17351655315,苏州昕梓琳服饰贸易有限公司,17351655315,https://haohuo.jinritemai.com/views/product/item?id=3436273289151043740
85.12-82.06,1,,0,1137,1137,['其他'],南极人果蔬榨汁机便携式家用鲜果小型充电学生榨汁杯迷你炸果汁机,13798276055,惠州爱优品电子商务有限公司,13798276055,https://haohuo.jinritemai.com/views/product/item?id=3435179685301100181
85.00,1,幸福农场,355,1134,1452,"['生鲜', '海鲜水产', '软足类']",山东短腿八爪鱼3包 （净重450g 毛重500g 15头左右）/包,18153276710,城阳区万果来朝小范水果店,17669641930,https://haohuo.jinritemai.com/views/product/item?id=3433896838648971573
69.00-99.00,1,袋熊生活馆,152,1131,1132,"['家居日用', '生活日用', '净化除味']",【出行必备】一次性马桶垫旅行坐垫纸  男女通用50片,17767170113,杭州钒威科技合伙企业(有限合伙),13335951738,https://haohuo.jinritemai.com/views/product/item?id=3408146349030557199
42.00-46.80,1,甄选好货店,63,1130,1540,"['生鲜', '水果', '柚子']",【坏果包赔】福建琯溪红心柚/三红柚子4个1箱包邮,13107882837,广州芊娱文化传媒有限公司,13107882837,https://haohuo.jinritemai.com/views/product/item?id=3435789038047636117
